,Phylum,Class,Order,Family,Genus,Species,modern_longitude,modern_latitude,start_year,end_year,ancient_longitude,ancient_latitude,era
3874,Gymnospermae,C,Czekanowskiales,F,Hartzia,Hartzia tenuis,107.535,31.166,-237.0,-201.0,103.44,40.17,2
3875,Gymnospermae,C,Czekanowskiales,F,Ixostrobus,Ixostrobus cf.magnificus,113.092,39.826,-201.0,-174.0,119.71,47.6,3
3876,Gymnospermae,C,Czekanowskiales,F,Ixostrobus,Ixostrobus cf.whitbiensis,115.685,39.964,-174.0,-163.0,120.39,43.27,4
3877,Gymnospermae,C,Czekanowskiales,F,Ixostrobus,Ixostrobus delicatus,120.031,41.25899999999999,-163.0,-145.0,123.22,42.51,5
3878,Gymnospermae,C,Czekanowskiales,F,Ixostrobus,Ixostrobus groenlandicus,96.016,37.523,-201.0,-174.0,102.45,40.76,3
3879,Gymnospermae,C,Czekanowskiales,F,Ixostrobus,Ixostrobus groenlandicus,108.07,31.271,-201.0,-174.0,113.02,37.65,3
3880,Gymnospermae,C,Czekanowskiales,F,Ixostrobus,Ixostrobus groenlandicus,121.047,41.804,-174.0,-163.0,126.12,44.97,4
3881,Gymnospermae,C,Czekanowskiales,F,Ixostrobus,Ixostrobus groenlandicus,122.199,40.675,-174.0,-163.0,127.27,43.81,4
3882,Gymnospermae,C,Czekanowskiales,F,Ixostrobus,Ixostrobus heeri,120.765,41.798,-201.0,-174.0,128.76,48.71,3
3883,Gymnospermae,C,Czekanowskiales,F,Ixostrobus,Ixostrobus heeri,121.864,45.862,-174.0,-163.0,127.76,49.54,4
3884,Gymnospermae,C,Czekanowskiales,F,Ixostrobus,Ixostrobus heeri,121.678,45.365,-163.0,-145.0,125.47,47.15,5
3885,Gymnospermae,C,Czekanowskiales,F,Ixostrobus,Ixostrobus lepida,107.503,31.213,-237.0,-201.0,103.4,40.21,2
3886,Gymnospermae,C,Czekanowskiales,F,Ixostrobus,Ixostrobus lepida,113.287,40.091,-201.0,-174.0,119.98,47.85,3
3887,Gymnospermae,C,Czekanowskiales,F,Ixostrobus,Ixostrobus lepida,119.601,40.089,-201.0,-174.0,127.06,47.16,3
3888,Gymnospermae,C,Czekanowskiales,F,Ixostrobus,Ixostrobus magnificus,110.849,31.125,-201.0,-174.0,116.0,38.0,3
3889,Gymnospermae,C,Czekanowskiales,F,Ixostrobus,Ixostrobus siemiradzkii,96.016,37.523,-201.0,-174.0,102.45,40.76,3
3890,Gymnospermae,C,Czekanowskiales,F,Ixostrobus,Ixostrobus siemiradzkii,110.468,40.111,-174.0,-163.0,114.9,43.51,4
3891,Gymnospermae,C,Czekanowskiales,F,Ixostrobus,Ixostrobus siemiradzkii,121.047,41.804,-174.0,-163.0,126.12,44.97,4
3892,Gymnospermae,C,Czekanowskiales,F,Leptostrobus,Leptostrobus cancer,119.343,41.023,-174.0,-163.0,124.28,44.24,4
3893,Gymnospermae,C,Czekanowskiales,F,Leptostrobus,Leptostrobus cf.cancer,107.931,31.063,-237.0,-201.0,103.89,40.07,2
3894,Gymnospermae,C,Czekanowskiales,F,Leptostrobus,Leptostrobus cf.laxiflora,120.833,41.86600000000001,-174.0,-163.0,125.9,45.04,4
3895,Gymnospermae,C,Czekanowskiales,F,Leptostrobus,Leptostrobus cf.longus,104.684,36.565,-201.0,-174.0,109.67,45.1,3
3896,Gymnospermae,C,Czekanowskiales,F,Leptostrobus,Leptostrobus latior,120.699,41.794,-201.0,-174.0,128.68,48.72,3
3897,Gymnospermae,C,Czekanowskiales,F,Leptostrobus,Leptostrobus laxiflora,113.292,40.075,-201.0,-145.0,117.87,43.43,3
3898,Gymnospermae,C,Czekanowskiales,F,Leptostrobus,Leptostrobus laxiflora,115.685,39.964,-174.0,-163.0,120.39,43.27,4
3899,Gymnospermae,C,Czekanowskiales,F,Leptostrobus,Leptostrobus laxiflora,85.95299999999999,45.273,-174.0,-163.0,88.74,48.48,4
3900,Gymnospermae,C,Czekanowskiales,F,Leptostrobus,Leptostrobus lundladiae,119.601,40.089,-201.0,-174.0,127.06,47.16,3
3901,Gymnospermae,C,Czekanowskiales,F,Leptostrobus,Leptostrobus lundladiae,115.685,39.964,-174.0,-163.0,120.39,43.27,4
3902,Gymnospermae,C,Czekanowskiales,F,Leptostrobus,Leptostrobus marginatus,120.826,41.557,-174.0,-145.0,124.03,42.8,4
3903,Gymnospermae,C,Czekanowskiales,F,Leptostrobus,Leptostrobus sinensis,123.4,41.8,-163.0,-145.0,126.68,43.05,5
3904,Gymnospermae,C,Czekanowskiales,F,Leptostrobus,Leptostrobus sphaericus,117.753,41.93600000000001,-163.0,-145.0,120.9,43.2,5
3905,Gymnospermae,C,Czekanowskiales,F,Lycopodites,Lycopodites ovatus,117.662,49.508,-145.0,-100.0,118.81,51.2,6
3906,Gymnospermae,C,Czekanowskiales,F,Pagiophyllum,Pagiophyllum pusillum,121.618,28.823,-145.0,-100.0,125.21,32.09,6
3907,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis aff.angustifolia,106.221,34.066,-201.0,-174.0,111.07,42.49,3
3908,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis aff.angustifolia,111.178,39.239,-201.0,-174.0,117.44,47.21,3
3909,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis aff.angustifolia,97.835,39.948,-201.0,-163.0,102.63,45.75,3
3910,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis aff.angustifolia,91.342,37.636,-201.0,-163.0,97.7,38.34,3
3911,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis aff.speciosa,110.757,30.966,-201.0,-174.0,115.94,37.83,3
3912,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis aff.speciosa,116.092,39.928,-201.0,-174.0,123.11,47.39,3
3913,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis aff.speciosa,121.076,41.90600000000001,-201.0,-174.0,129.13,48.78,3
3914,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis aff.speciosa,87.63,43.794,-201.0,-163.0,103.28,44.56,3
3915,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis aff.speciosa,116.095,39.939,-201.0,-163.0,122.55,45.04,3
3916,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis aff.speciosa,76.812,37.916,-201.0,-163.0,85.72,42.64,3
3917,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis aff.speciosa,110.516,40.56,-201.0,-145.0,114.96,43.96,3
3918,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis aff.speciosa,110.309,40.654,-174.0,-163.0,114.75,44.06,4
3919,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis aff.speciosa,113.743,39.625,-174.0,-163.0,118.33,42.97,4
3920,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,125.658,43.522,-237.0,-201.0,130.18,51.93,2
3921,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,125.77,43.619,-237.0,-201.0,130.37,51.99,2
3922,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,131.116,44.084,-237.0,-201.0,137.39,51.32,2
3923,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,114.252,39.267,-201.0,-174.0,120.91,46.93,3
3924,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,115.78,39.886,-201.0,-174.0,122.75,47.38,3
3925,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,120.765,41.798,-201.0,-174.0,128.76,48.71,3
3926,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,121.759,45.74100000000001,-201.0,-174.0,131.62,52.97,3
3927,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,126.722,43.32100000000001,-201.0,-174.0,135.76,49.47,3
3928,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,86.33200000000002,44.549,-201.0,-174.0,89.03,53.65,3
3929,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,80.26899999999998,41.912,-201.0,-174.0,90.4,49.25,3
3930,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,119.601,40.089,-201.0,-174.0,127.06,47.16,3
3931,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,110.757,30.966,-201.0,-163.0,116.43,35.16,3
3932,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,111.786,34.757,-201.0,-163.0,117.46,40.08,3
3933,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,92.674,43.146,-201.0,-145.0,103.58,40.71,3
3934,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,92.674,43.146,-201.0,-145.0,103.58,40.71,3
3935,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,92.674,43.146,-201.0,-145.0,103.58,40.71,3
3936,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,111.061,39.027,-201.0,-145.0,115.49,42.42,3
3937,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,115.765,39.896,-201.0,-145.0,120.47,43.2,3
3938,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,127.338,43.721,-201.0,-145.0,132.86,46.69,3
3939,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,91.342,37.636,-201.0,-145.0,96.07,36.53,3
3940,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,87.557,43.851000000000006,-201.0,-145.0,100.78,43.87,3
3941,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,101.15,38.535,-174.0,-163.0,105.05,42.04,4
3942,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,101.38,38.815,-174.0,-163.0,105.29,42.32,4
3943,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,102.873,36.43,-174.0,-163.0,106.83,39.93,4
3944,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,108.94,34.897,-174.0,-163.0,113.16,38.32,4
3945,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,109.307,36.634,-174.0,-163.0,113.58,40.06,4
3946,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,109.775,39.607,-174.0,-163.0,114.15,43.02,4
3947,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,109.872,40.465,-174.0,-163.0,114.28,43.88,4
3948,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,111.868,34.748000000000005,-174.0,-163.0,116.21,38.13,4
3949,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,112.151,38.817,-174.0,-163.0,116.63,42.19,4
3950,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,114.547,39.99800000000001,-174.0,-163.0,119.19,43.32,4
3951,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,115.685,39.964,-174.0,-163.0,120.39,43.27,4
3952,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,115.78,39.886,-174.0,-163.0,120.49,43.19,4
3953,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,116.136,39.746,-174.0,-163.0,123.12,47.21,4
3954,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,119.366,28.625,-174.0,-163.0,124.67,33.02,4
3955,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,120.636,41.768,-174.0,-163.0,125.68,44.95,4
3956,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,122.363,45.445,-174.0,-163.0,128.28,49.12,4
3957,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,91.342,37.636,-174.0,-163.0,96.07,36.53,4
3958,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,85.95299999999999,45.273,-174.0,-163.0,88.74,48.48,4
3959,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustifolia,119.267,42.035,-163.0,-145.0,122.45,43.29,5
3960,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustissima,120.765,41.798,-174.0,-163.0,125.82,44.97,4
3961,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis angustissima,121.06,41.58,-163.0,-145.0,124.27,42.82,5
3962,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis cf.angustifolia,113.111,26.401,-201.0,-174.0,119.53,33.75,3
3963,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis cf.angustifolia,103.916,39.655,-174.0,-163.0,107.98,43.14,4
3964,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis cf.speciosa,129.628,43.587,-237.0,-201.0,134.48,50.88,2
3965,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis cf.speciosa,129.628,43.587,-237.0,-201.0,134.48,50.88,2
3966,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis cf.speciosa,125.77,43.619,-237.0,-201.0,130.37,51.99,2
3967,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis cf.speciosa,108.94,34.897,-174.0,-163.0,113.16,38.32,4
3968,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis cf.speciosa,110.468,40.111,-174.0,-163.0,114.9,43.51,4
3969,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis cf.taschkessiensis,96.016,37.523,-174.0,-163.0,100.69,36.64,4
3970,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis chaoshuiensis,100.634,39.413,-201.0,-174.0,105.4,48.22,3
3971,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis decorata,103.551,37.238,-174.0,-163.0,107.56,40.73,4
3972,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis enissejensis,108.94,34.897,-174.0,-163.0,113.16,38.32,4
3973,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis enissejensis,95.549,37.577,-174.0,-163.0,100.22,36.67,4
3974,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis enissejensis,103.551,37.238,-174.0,-163.0,107.56,40.73,4
3975,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis euthyphylla,111.868,34.748000000000005,-174.0,-163.0,116.21,38.13,4
3976,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis exgr.angustifolia,96.016,37.523,-174.0,-163.0,100.69,36.64,4
3977,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis hunanensis,113.491,27.649,-201.0,-174.0,119.65,35.04,3
3978,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis huolinheiana,119.586,45.427,-163.0,-100.0,121.66,46.98,5
3979,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis huolinheiana,123.413,46.402,-163.0,-100.0,125.52,48.1,5
3980,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis jilinensis,125.811,42.725,-163.0,-145.0,129.13,43.92,5
3981,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis jus'huaensis,122.286,43.625,-163.0,-100.0,124.08,44.71,5
3982,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis latifolia,129.621,43.434,-237.0,-201.0,134.38,50.74,2
3983,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis latior,126.656,45.74,-174.0,-163.0,132.89,49.31,4
3984,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis manchurensis,121.104,41.09,-201.0,-145.0,126.14,44.25,3
3985,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis manchurensis,117.652,49.324,-201.0,-145.0,123.37,53.08,3
3986,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis manchurensis,124.351,41.258,-201.0,-145.0,129.56,44.33,3
3987,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis manchurensis,125.499,44.289,-201.0,-145.0,131.57,47.89,3
3988,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis manchurensis,95.549,37.577,-174.0,-163.0,100.22,36.67,4
3989,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis manchurensis,108.94,34.897,-174.0,-163.0,113.16,38.32,4
3990,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis manchurensis,111.868,34.748000000000005,-174.0,-163.0,116.21,38.13,4
3991,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis manchurensis,117.652,49.324,-174.0,-163.0,123.37,53.08,4
3992,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis manchurensis,125.499,44.289,-163.0,-100.0,127.83,46.07,5
3993,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis manchurica,120.765,41.798,-174.0,-163.0,125.82,44.97,4
3994,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis mira,96.016,37.523,-174.0,-163.0,100.69,36.64,4
3995,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis potoniei,93.939,43.458,-201.0,-145.0,97.78,47.24,3
3996,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis silapensis,111.868,34.748000000000005,-174.0,-163.0,116.21,38.13,4
3997,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis speciosa,125.658,43.522,-237.0,-201.0,130.18,51.93,2
3998,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis speciosa,129.764,43.31,-237.0,-201.0,134.45,50.59,2
3999,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis speciosa,119.601,40.089,-201.0,-174.0,127.06,47.16,3
4000,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis speciosa,111.786,34.757,-201.0,-163.0,117.46,40.08,3
4001,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis speciosa,116.194,39.97,-201.0,-163.0,122.66,45.06,3
4002,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis speciosa,120.445,41.57100000000001,-201.0,-163.0,127.44,46.41,3
4003,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis speciosa,113.868,27.645,-201.0,-145.0,119.49,30.76,3
4004,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis speciosa,125.669,41.88800000000001,-201.0,-145.0,130.98,44.91,3
4005,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis speciosa,119.596,40.104,-201.0,-145.0,124.51,43.31,3
4006,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis speciosa,122.001,41.819,-201.0,-145.0,127.12,44.96,3
4007,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis speciosa,127.338,43.721,-201.0,-145.0,132.86,46.69,3
4008,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis speciosa,92.674,43.146,-201.0,-145.0,91.65,43.86,3
4009,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis speciosa,92.667,43.14100000000001,-174.0,-163.0,103.57,40.71,4
4010,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis speciosa,105.751,38.354,-174.0,-163.0,109.89,41.82,4
4011,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis speciosa,108.647,40.735,-174.0,-163.0,113.0,44.17,4
4012,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis speciosa,108.957,35.301,-174.0,-163.0,113.19,38.73,4
4013,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis speciosa,110.31,39.048,-174.0,-163.0,114.7,42.45,4
4014,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis speciosa,113.743,39.625,-174.0,-163.0,118.33,42.97,4
4015,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis speciosa,119.596,40.104,-174.0,-163.0,124.51,43.31,4
4016,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis speciosa,119.271,28.595,-174.0,-163.0,124.58,32.97,4
4017,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis speciosa,120.727,41.018,-174.0,-163.0,125.74,44.19,4
4018,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis speciosa,122.841,45.612,-174.0,-163.0,128.8,49.27,4
4019,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis speciosa,126.656,45.74,-174.0,-163.0,132.89,49.31,4
4020,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis speciosa,82.76,43.822,-174.0,-163.0,86.15,46.43,4
4021,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis speciosa,122.001,41.819,-163.0,-100.0,123.89,42.9,5
4022,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis speciosa,125.499,44.289,-163.0,-100.0,127.83,46.07,5
4023,Gymnospermae,C,Czekanowskiales,F,Phoenicopsis,Phoenicopsis taschkessiensis,92.674,43.146,-201.0,-145.0,103.58,40.71,3
4024,Gymnospermae,C,Czekanowskiales,F,Rhipidopsis,Rhipidopsis yamadai,104.254,26.599,-237.0,-201.0,99.94,35.53,2
4025,Gymnospermae,C,Czekanowskiales,F,Schizolepis,Schizolepis pterygoideus,119.801,49.231,-145.0,-100.0,121.07,51.08,6
4026,Gymnospermae,C,Czekanowskiales,F,Solenites,Solenites cf.murrayana,122.838,45.61600000000001,-201.0,-174.0,132.82,52.71,3
4027,Gymnospermae,C,Czekanowskiales,F,Solenites,Solenites cf.murrayana,87.624,43.792,-201.0,-145.0,100.77,43.79,3
4028,Gymnospermae,C,Czekanowskiales,F,Solenites,Solenites cf.murrayana,113.292,40.075,-201.0,-145.0,117.87,43.43,3
4029,Gymnospermae,C,Czekanowskiales,F,Solenites,Solenites cf.murrayana,124.251,40.975,-201.0,-145.0,129.44,44.05,3
4030,Gymnospermae,C,Czekanowskiales,F,Solenites,Solenites cf.murrayana,125.499,44.289,-201.0,-145.0,131.57,47.89,3
4031,Gymnospermae,C,Czekanowskiales,F,Solenites,Solenites cf.murrayana,109.498,37.68,-201.0,-145.0,113.81,41.1,3
4032,Gymnospermae,C,Czekanowskiales,F,Solenites,Solenites cf.murrayana,108.94,34.897,-174.0,-163.0,113.16,38.32,4
4033,Gymnospermae,C,Czekanowskiales,F,Solenites,Solenites cf.murrayana,124.251,40.975,-174.0,-163.0,129.44,44.05,4
4034,Gymnospermae,C,Czekanowskiales,F,Solenites,Solenites cf.murrayana,126.659,44.035,-174.0,-163.0,132.8,47.6,4
4035,Gymnospermae,C,Czekanowskiales,F,Solenites,Solenites cf.murrayana,125.499,44.289,-163.0,-100.0,127.83,46.07,5
4036,Gymnospermae,C,Czekanowskiales,F,Solenites,Solenites murrayana,102.873,36.43,-174.0,-163.0,106.83,39.93,4
4037,Gymnospermae,C,Czekanowskiales,F,Solenites,Solenites murrayana,120.973,41.61,-163.0,-145.0,124.18,42.85,5
4038,Gymnospermae,C,Czekanowskiales,F,Solenites,Solenites murrayana,119.681,30.218000000000004,-163.0,-100.0,122.25,32.45,5
4039,Gymnospermae,C,Czekanowskiales,F,Solenites,Solenites orientalis,123.423,41.833,-163.0,-145.0,126.68,43.05,5
4040,Gymnospermae,C,Czekanowskiales,F,Sorosaccus,Sorosaccus gracilis,120.765,41.798,-237.0,-201.0,123.75,51.64,2
4041,Gymnospermae,C,Czekanowskiales,F,Sorosaccus,Sorosaccus gracilis,91.342,37.636,-201.0,-174.0,97.56,41.06,3
4042,Gymnospermae,C,Czekanowskiales,F,Sphenarion,Sphenarion cf.leptophylla,125.658,43.522,-237.0,-201.0,130.18,51.93,2
4043,Gymnospermae,C,Czekanowskiales,F,Sphenarion,Sphenarion dicrae,91.342,37.636,-174.0,-163.0,96.07,36.53,4
4044,Gymnospermae,C,Czekanowskiales,F,Sphenarion,Sphenarion latifolia,115.923,39.688,-201.0,-174.0,122.87,47.17,3
4045,Gymnospermae,C,Czekanowskiales,F,Sphenarion,Sphenarion latifolia,119.601,40.089,-201.0,-174.0,127.06,47.16,3
4046,Gymnospermae,C,Czekanowskiales,F,Sphenarion,Sphenarion latifolia,86.014,46.517,-201.0,-174.0,87.47,55.41,3
4047,Gymnospermae,C,Czekanowskiales,F,Sphenarion,Sphenarion latifolia,92.674,43.146,-174.0,-163.0,103.58,40.71,4
4048,Gymnospermae,C,Czekanowskiales,F,Sphenarion,Sphenarion latifolia,106.223,38.965,-174.0,-163.0,110.4,42.43,4
4049,Gymnospermae,C,Czekanowskiales,F,Sphenarion,Sphenarion latifolia,110.605,38.979,-174.0,-163.0,115.01,42.38,4
4050,Gymnospermae,C,Czekanowskiales,F,Sphenarion,Sphenarion latifolia,115.685,39.964,-174.0,-163.0,120.39,43.27,4
4051,Gymnospermae,C,Czekanowskiales,F,Sphenarion,Sphenarion latifolia,116.136,39.746,-174.0,-163.0,120.85,43.04,4
4052,Gymnospermae,C,Czekanowskiales,F,Sphenarion,Sphenarion latifolia,124.351,41.258,-174.0,-163.0,129.56,44.33,4
4053,Gymnospermae,C,Czekanowskiales,F,Sphenarion,Sphenarion leptophylla,107.507,31.08,-237.0,-201.0,103.41,40.08,2
4054,Gymnospermae,C,Czekanowskiales,F,Sphenarion,Sphenarion lineare,118.944,40.405,-163.0,-145.0,122.1,41.66,5
4055,Gymnospermae,C,Czekanowskiales,F,Sphenarion,Sphenarion parilis,120.973,41.61,-163.0,-145.0,124.18,42.85,5
4056,Gymnospermae,C,Czekanowskiales,F,Sphenarion,Sphenarion paucipartita,107.535,31.166,-201.0,-174.0,112.48,37.46,3
4057,Gymnospermae,C,Czekanowskiales,F,Sphenarion,Sphenarion paucipartita,120.636,41.768,-174.0,-163.0,125.68,44.95,4
4058,Gymnospermae,C,Czekanowskiales,F,Sphenarion,Sphenarion tianqiaolingense,129.764,43.31,-237.0,-201.0,134.45,50.59,2
4059,Gymnospermae,C,Czekanowskiales,F,Sphenarion,Sphenarion xuii,115.685,39.964,-174.0,-163.0,120.39,43.27,4
4060,Gymnospermae,C,Czekanowskiales,F,Sphenobaiera,Sphenobaiera pulchella,130.297,47.111,-145.0,-100.0,132.32,49.66,6
